FraudFound_P,PolicyNumber,Age,RepNumber,Month,MonthClaimed,DayOfWeek,Make,DayOfWeekClaimed,WeekOfMonth,WeekOfMonthClaimed
1,1863,29,11,Mar,Apr,Monday,Ford,Friday,2,1
0,1864,61,4,Oct,Oct,Sunday,Toyota,Tuesday,1,1
0,1865,60,10,Sep,Oct,Wednesday,Toyota,Tuesday,5,1
0,1866,75,7,Aug,Aug,Wednesday,Chevrolet,Friday,1,1
0,1867,27,3,Jul,Jul,Monday,Honda,Tuesday,4,4
0,1868,27,2,Jul,Jul,Monday,Pontiac,Monday,1,1
0,1869,35,13,Jun,Jun,Tuesday,Pontiac,Wednesday,3,3
0,1870,51,12,Jun,Jun,Sunday,Toyota,Wednesday,1,2
0,1871,40,1,Apr,Apr,Friday,Toyota,Monday,3,4
0,1872,42,15,Apr,Apr,Monday,Pontiac,Monday,2,2
0,1873,68,5,Apr,Apr,Monday,Toyota,Monday,2,2
0,1874,51,7,Apr,Apr,Tuesday,Ford,Tuesday,1,1
0,1875,43,8,Mar,Apr,Tuesday,Accura,Wednesday,2,2
0,1876,71,11,Feb,Feb,Friday,Honda,Friday,4,4
0,1877,37,9,Feb,Feb,Wednesday,Pontiac,Wednesday,2,2
0,1878,26,1,Feb,Feb,Tuesday,Pontiac,Friday,2,4
0,1879,32,3,Feb,Feb,Saturday,Pontiac,Wednesday,1,2
0,1880,33,15,Feb,Feb,Friday,Mazda,Monday,1,2
0,1881,47,7,Feb,Feb,Saturday,Pontiac,Monday,1,2
0,1882,53,9,Mar,Mar,Wednesday,Dodge,Friday,4,4
1,1883,36,10,Mar,Jul,Tuesday,Honda,Friday,2,1
0,1884,41,5,Jul,Jul,Thursday,Honda,Thursday,5,5
0,1885,28,1,Nov,Feb,Friday,Pontiac,Wednesday,4,2
0,1886,24,5,Aug,Aug,Friday,Honda,Monday,4,5
0,1887,55,11,Feb,Mar,Monday,Pontiac,Wednesday,4,1
0,1888,65,15,Mar,Mar,Wednesday,Mecedes,Wednesday,3,3
1,1889,47,15,Mar,Mar,Tuesday,Chevrolet,Wednesday,2,2
0,1890,45,5,Mar,Mar,Friday,Toyota,Friday,1,1
0,1891,43,1,Aug,Aug,Saturday,Chevrolet,Thursday,1,4
0,1892,76,1,Aug,Aug,Saturday,Pontiac,Thursday,1,3
0,1893,47,11,Mar,Mar,Sunday,Ford,Tuesday,3,4
0,1894,55,5,Feb,Feb,Saturday,Mazda,Monday,3,3
1,1895,43,11,Mar,Mar,Wednesday,Honda,Wednesday,2,2
0,1896,30,14,Feb,Feb,Tuesday,Pontiac,Wednesday,3,3
0,1897,28,14,Feb,Feb,Wednesday,Honda,Friday,3,3
0,1898,35,8,Feb,Feb,Friday,Pontiac,Thursday,2,3
0,1899,27,5,Feb,Feb,Thursday,Honda,Friday,2,2
0,1900,43,15,Feb,Feb,Wednesday,Chevrolet,Wednesday,2,2
0,1901,0,13,Mar,Mar,Wednesday,Honda,Thursday,2,2
0,1902,28,3,Mar,Apr,Wednesday,Pontiac,Friday,2,1
0,1903,48,6,Feb,Feb,Saturday,Mazda,Monday,1,1
0,1904,35,14,Mar,Mar,Wednesday,Honda,Wednesday,2,4
0,1905,29,8,Jul,Jul,Thursday,Pontiac,Friday,5,5
0,1906,0,2,Mar,Mar,Wednesday,Honda,Thursday,2,3
0,1907,0,11,Apr,Apr,Thursday,Honda,Thursday,2,2
0,1908,54,3,Apr,Apr,Friday,Pontiac,Monday,1,1
0,1909,28,7,Mar,Mar,Wednesday,Honda,Thursday,2,2
0,1910,45,14,Mar,Mar,Thursday,Honda,Thursday,2,2
0,1911,29,3,Mar,Mar,Thursday,Mazda,Thursday,1,1
0,1912,34,9,Feb,Feb,Saturday,Honda,Thursday,2,3
0,1913,32,16,Dec,Jan,Thursday,Toyota,Tuesday,5,1
0,1914,35,1,Jan,Jan,Saturday,Pontiac,Tuesday,1,1
0,1915,28,16,Apr,Apr,Tuesday,Toyota,Wednesday,2,2
0,1916,58,2,Mar,Mar,Wednesday,Toyota,Wednesday,5,5
0,1917,39,7,Feb,Feb,Sunday,Toyota,Wednesday,2,3
0,1918,38,2,Feb,Feb,Sunday,Honda,Sunday,2,2
0,1919,47,9,Feb,Feb,Saturday,Honda,Monday,2,2
0,1920,26,6,Mar,Mar,Thursday,Mazda,Tuesday,2,3
0,1921,54,15,Mar,Mar,Saturday,Pontiac,Wednesday,2,4
0,1922,51,1,Feb,Feb,Monday,Chevrolet,Tuesday,4,4
0,1923,27,16,Feb,Feb,Tuesday,Pontiac,Tuesday,4,4
0,1924,38,9,Feb,Feb,Thursday,Accura,Friday,3,3
0,1925,41,4,Feb,Mar,Thursday,Toyota,Friday,3,1
0,1926,34,5,Feb,Feb,Tuesday,Mazda,Thursday,1,1
0,1927,58,12,Jan,Feb,Monday,Chevrolet,Tuesday,5,2
0,1928,40,3,Jan,Mar,Friday,Ford,Friday,5,2
0,1929,44,1,Jan,Feb,Saturday,Honda,Thursday,5,1
0,1930,28,14,Jan,Feb,Saturday,Toyota,Wednesday,5,1
0,1931,27,2,Jan,Feb,Wednesday,Pontiac,Tuesday,4,1
0,1932,52,7,Jan,Jan,Monday,Pontiac,Monday,4,4
0,1933,35,15,Jan,Jan,Tuesday,Ford,Wednesday,4,4
0,1934,48,14,Jan,Jan,Thursday,Pontiac,Thursday,2,2
0,1935,35,8,Jan,Jan,Wednesday,Chevrolet,Monday,2,3
0,1936,37,7,Jan,Jan,Friday,Toyota,Tuesday,3,3
0,1937,44,13,Jan,Apr,Saturday,Pontiac,Wednesday,4,3
0,1938,56,15,Jan,Jan,Sunday,Toyota,Wednesday,4,4
0,1939,46,1,Mar,Mar,Friday,Pontiac,Thursday,2,4
0,1940,41,11,Jan,Jan,Wednesday,Chevrolet,Tuesday,2,3
0,1941,46,12,Jan,Jan,Tuesday,Accura,Thursday,2,2
0,1942,45,10,Jan,Jan,Monday,Mazda,Monday,2,2
0,1943,48,3,Jan,Jan,Friday,Dodge,Monday,2,2
0,1944,37,5,Jan,Jan,Monday,Chevrolet,Monday,2,2
0,1945,31,13,Jan,Jan,Friday,Toyota,Friday,2,3
0,1946,0,3,Jan,Jan,Friday,Honda,Thursday,2,3
0,1947,31,5,Jan,Jan,Thursday,Honda,Wednesday,1,4
0,1948,45,10,Jan,Jan,Thursday,Mazda,Friday,1,2
0,1949,41,8,Mar,Mar,Friday,Pontiac,Tuesday,2,3
0,1950,0,6,Jan,Jan,Monday,Honda,Tuesday,1,1
0,1951,0,9,Jan,Jan,Monday,Honda,Monday,1,2
0,1952,0,7,Dec,Jan,Wednesday,Honda,Wednesday,5,3
0,1953,45,1,Dec,Jan,Sunday,Ford,Wednesday,4,2
0,1954,37,2,Dec,Jan,Friday,Chevrolet,Monday,4,1
0,1955,0,8,Dec,Jan,Friday,Honda,Tuesday,3,1
0,1956,72,13,Jun,Sep,Sunday,Chevrolet,Wednesday,5,5
0,1957,39,5,Dec,Jan,Wednesday,Chevrolet,Tuesday,5,1
0,1958,0,15,Dec,Jan,Wednesday,Honda,Tuesday,5,4
0,1959,0,7,Jan,Jan,Saturday,Honda,Tuesday,1,3
0,1960,28,1,Jan,Jan,Monday,Mazda,Monday,1,1
0,1961,26,15,Jan,Jan,Monday,Accura,Wednesday,1,3
0,1962,29,6,Jan,Jan,Tuesday,Honda,Friday,1,2
1,1963,28,5,Mar,Apr,Saturday,Toyota,Tuesday,2,1
0,1964,37,4,Jan,Jan,Wednesday,Ford,Wednesday,1,2
0,1965,35,8,Jan,Jan,Sunday,Toyota,Friday,2,3
0,1966,45,1,Jan,Jan,Sunday,Toyota,Tuesday,2,2
0,1967,54,4,Jan,Jan,Saturday,Honda,Friday,2,3
0,1968,35,13,Jan,Jan,Tuesday,Toyota,Friday,2,5
0,1969,59,6,Jan,Jan,Friday,Mazda,Monday,3,3
0,1970,27,2,Jan,Jan,Tuesday,Pontiac,Thursday,3,3
0,1971,48,8,Jan,Jan,Thursday,Pontiac,Wednesday,3,4
0,1972,33,9,Jan,Jan,Saturday,Toyota,Monday,4,4
0,1973,51,13,Feb,Feb,Wednesday,Accura,Thursday,1,2
0,1974,64,1,Feb,Feb,Tuesday,Ford,Friday,1,1
0,1975,26,8,Mar,Mar,Tuesday,Toyota,Tuesday,3,3
0,1976,40,1,Apr,Apr,Friday,Mazda,Friday,4,4
0,1977,30,3,May,May,Tuesday,Toyota,Tuesday,5,5
0,1978,27,9,Sep,Sep,Friday,Mazda,Friday,3,3
1,1979,20,3,Mar,Mar,Saturday,Honda,Monday,2,3
0,1980,61,11,Jan,Jan,Tuesday,Honda,Wednesday,2,2
0,1981,34,5,Jul,Jul,Monday,Pontiac,Monday,3,3
0,1982,41,11,Oct,Oct,Thursday,Toyota,Friday,3,4
0,1983,40,5,Oct,Oct,Sunday,Chevrolet,Monday,3,4
0,1984,40,14,Sep,Sep,Sunday,Mazda,Monday,4,4
0,1985,30,16,Mar,Mar,Sunday,Toyota,Wednesday,2,4
0,1986,40,16,Jul,Aug,Monday,Honda,Tuesday,3,2
0,1987,76,3,Mar,Mar,Wednesday,Pontiac,Monday,4,4
0,1988,28,12,Feb,Feb,Friday,Pontiac,Wednesday,2,3
0,1989,64,2,Feb,Mar,Friday,Honda,Friday,2,2
1,1990,40,6,Feb,Feb,Sunday,Chevrolet,Friday,1,4
0,1991,29,5,Jan,Jan,Saturday,Honda,Monday,3,3
0,1992,69,1,Jun,Jun,Sunday,Toyota,Monday,3,3
0,1993,45,15,May,Jun,Tuesday,Pontiac,Friday,5,3
0,1994,29,5,Mar,Mar,Tuesday,Toyota,Monday,3,4
0,1995,58,10,Mar,Mar,Sunday,Toyota,Tuesday,2,3
0,1996,40,13,Feb,Feb,Thursday,Toyota,Thursday,1,1
0,1997,32,14,Feb,Feb,Tuesday,Honda,Tuesday,1,1
0,1998,28,12,Jan,Feb,Tuesday,Honda,Friday,4,1
0,1999,40,12,Jan,Feb,Wednesday,Honda,Tuesday,4,2
0,2000,43,3,Jan,Feb,Sunday,Honda,Tuesday,4,2
0,2001,67,15,Jan,Jan,Friday,Honda,Wednesday,4,4
0,2002,32,15,Jan,Feb,Thursday,Pontiac,Thursday,3,1
0,2003,44,9,Jan,Jan,Wednesday,Ford,Friday,3,4
1,2004,44,3,Mar,Mar,Sunday,Mazda,Monday,2,3
0,2005,29,3,Jan,Jan,Saturday,Accura,Wednesday,3,3
0,2006,58,2,Jan,Jan,Tuesday,Toyota,Thursday,2,2
0,2007,63,5,Jan,Feb,Saturday,Honda,Friday,2,2
0,2008,55,7,Dec,Dec,Monday,Toyota,Thursday,4,5
0,2009,61,15,Dec,Dec,Sunday,Honda,Monday,4,4
0,2010,48,8,Dec,Feb,Wednesday,Pontiac,Thursday,5,1
0,2011,29,13,Mar,Mar,Monday,Toyota,Wednesday,3,4
0,2012,28,1,Nov,Jan,Tuesday,Chevrolet,Friday,5,4
0,2013,39,3,Dec,Jan,Friday,Pontiac,Friday,2,5
0,2014,65,14,Mar,Mar,Saturday,Pontiac,Monday,2,3
0,2015,26,2,Mar,Mar,Saturday,Honda,Monday,2,3
0,2016,48,5,Feb,Feb,Thursday,Mazda,Monday,4,5
0,2017,44,11,Mar,Apr,Thursday,Toyota,Monday,5,2
0,2018,40,15,Mar,Apr,Thursday,Chevrolet,Monday,5,1
0,2019,42,15,May,May,Sunday,Mazda,Monday,1,1
0,2020,28,5,May,May,Sunday,Pontiac,Tuesday,1,1
0,2021,27,6,Apr,Apr,Friday,Toyota,Wednesday,2,3
0,2022,21,1,Jul,Jul,Sunday,Toyota,Monday,3,4
0,2023,37,2,Jun,Jun,Thursday,Toyota,Friday,2,3
0,2024,24,11,Aug,Sep,Sunday,Mazda,Thursday,5,2
0,2025,31,3,Mar,Mar,Friday,Chevrolet,Wednesday,2,3
0,2026,54,13,Mar,Mar,Friday,Pontiac,Friday,2,2
0,2027,55,11,Mar,Mar,Saturday,Accura,Tuesday,1,2
1,2028,65,13,Mar,Mar,Monday,Accura,Thursday,3,3
0,2029,48,14,Mar,Mar,Saturday,Chevrolet,Tuesday,1,2
0,2030,31,6,Apr,Apr,Friday,Honda,Wednesday,4,4
0,2031,29,8,Apr,Apr,Sunday,Honda,Monday,1,1
0,2032,31,6,Feb,Feb,Friday,Honda,Tuesday,3,4
0,2033,22,8,Feb,Feb,Tuesday,Honda,Tuesday,2,2
0,2034,50,6,Feb,Feb,Tuesday,Honda,Tuesday,2,2
0,2035,31,9,Feb,Feb,Friday,Honda,Friday,1,2
0,2036,41,10,Apr,Apr,Tuesday,Mazda,Monday,2,3
0,2037,43,12,May,May,Sunday,Pontiac,Monday,3,3
0,2038,32,15,May,May,Monday,Pontiac,Tuesday,2,2
0,2039,39,9,May,May,Friday,Chevrolet,Monday,1,2
0,2040,0,9,Apr,Apr,Thursday,Honda,Monday,4,4
1,2041,41,10,Jun,Jun,Thursday,Chevrolet,Thursday,3,3
1,2042,55,9,Mar,Mar,Tuesday,Pontiac,Thursday,3,3
0,2043,33,12,Mar,Mar,Tuesday,Chevrolet,Thursday,3,3
0,2044,37,6,Jul,Jul,Monday,Toyota,Tuesday,4,4
0,2045,41,6,Jul,Jul,Friday,Chevrolet,Monday,3,3
0,2046,34,15,Jul,Jul,Thursday,Pontiac,Monday,2,2
0,2047,43,7,Aug,Sep,Wednesday,Toyota,Tuesday,3,1
0,2048,62,1,Aug,Aug,Tuesday,Honda,Tuesday,2,2
0,2049,35,8,Oct,Oct,Monday,Toyota,Tuesday,3,3
0,2050,48,6,Nov,Nov,Thursday,Toyota,Monday,4,5
0,2051,36,2,Nov,Feb,Thursday,Pontiac,Wednesday,3,4
0,2052,39,4,Feb,Mar,Friday,Mazda,Thursday,4,1
0,2053,28,14,Feb,Feb,Saturday,Dodge,Monday,4,4
0,2054,49,7,Apr,Apr,Tuesday,Toyota,Wednesday,1,1
0,2055,61,5,Apr,Apr,Monday,VW,Monday,4,4
0,2056,50,4,Apr,Apr,Tuesday,Pontiac,Wednesday,3,3
0,2057,53,8,Apr,Apr,Wednesday,Honda,Thursday,3,3
0,2058,43,14,May,May,Monday,VW,Wednesday,2,2
0,2059,31,14,Jun,Jun,Tuesday,Honda,Tuesday,3,3
0,2060,50,15,Jun,Jun,Saturday,Pontiac,Tuesday,3,4
0,2061,44,5,Jul,Jul,Tuesday,VW,Tuesday,2,2
0,2062,76,3,Jul,Jul,Monday,Toyota,Monday,2,2
0,2063,31,14,Sep,Sep,Thursday,Mazda,Wednesday,2,2
0,2064,42,1,Oct,Nov,Wednesday,Toyota,Thursday,4,2
0,2065,40,3,Nov,Nov,Monday,Toyota,Wednesday,3,4
1,2066,32,12,Mar,Mar,Wednesday,Toyota,Monday,3,4
0,2067,59,13,Sep,Sep,Thursday,Mazda,Monday,4,4
0,2068,31,11,May,Jun,Wednesday,Toyota,Friday,3,1
0,2069,49,9,May,May,Wednesday,Toyota,Monday,1,5
0,2070,65,8,Jun,Jun,Thursday,Pontiac,Friday,4,4
0,2071,30,13,Jun,Jun,Wednesday,Pontiac,Thursday,1,1
0,2072,26,13,Jul,Jul,Monday,Accura,Monday,2,2
0,2073,36,1,Jul,Jul,Wednesday,Chevrolet,Friday,2,3
0,2074,18,16,Jun,Jul,Thursday,Toyota,Friday,5,1
0,2075,35,9,Jun,Jun,Monday,Toyota,Tuesday,4,5
0,2076,32,12,Jun,Jun,Monday,Mazda,Tuesday,4,5
0,2077,69,14,Oct,Oct,Saturday,Pontiac,Thursday,2,3
0,2078,29,3,Oct,Nov,Thursday,Chevrolet,Wednesday,4,1
0,2079,41,4,Oct,Oct,Friday,Pontiac,Monday,3,3
0,2080,61,3,Mar,Mar,Monday,Chevrolet,Tuesday,2,3
0,2081,45,2,Mar,Mar,Sunday,Honda,Monday,2,2
0,2082,50,9,May,May,Sunday,Pontiac,Monday,3,3
0,2083,56,8,Jun,Jun,Thursday,Chevrolet,Wednesday,1,2
0,2084,34,2,May,May,Tuesday,Chevrolet,Tuesday,5,5
0,2085,34,16,May,May,Thursday,Toyota,Thursday,4,4
0,2086,76,7,Jul,Jul,Monday,Toyota,Tuesday,1,1
0,2087,30,12,Jul,Jul,Monday,Toyota,Monday,1,1
0,2088,24,9,Sep,Sep,Monday,Pontiac,Wednesday,1,1
0,2089,32,14,Oct,Oct,Sunday,Mazda,Wednesday,1,2
0,2090,39,6,Sep,Sep,Wednesday,Pontiac,Thursday,4,5
0,2091,48,12,Dec,Dec,Thursday,VW,Thursday,4,4
0,2092,36,13,Mar,Mar,Thursday,Pontiac,Friday,3,3
0,2093,39,15,Oct,Nov,Saturday,Mazda,Thursday,4,2
0,2094,39,9,Oct,Oct,Saturday,Honda,Monday,2,2
0,2095,42,11,Aug,Aug,Monday,Mazda,Monday,2,3
0,2096,44,1,Jul,Aug,Friday,Toyota,Friday,4,1
0,2097,24,7,Jun,Jun,Saturday,Honda,Monday,2,2
0,2098,77,4,Jun,Jul,Friday,Mazda,Saturday,2,1
0,2099,43,14,Jun,Jun,Monday,Toyota,Monday,1,1
0,2100,33,3,Jun,Jun,Friday,Mazda,Monday,1,2
0,2101,18,7,May,May,Saturday,Toyota,Thursday,1,3
0,2102,30,11,Apr,Apr,Monday,Toyota,Monday,3,3
0,2103,66,9,Apr,Apr,Thursday,Pontiac,Thursday,1,1
1,2104,0,12,Mar,Mar,Thursday,Honda,Thursday,3,3
0,2105,55,1,Feb,Feb,Tuesday,Mazda,Thursday,4,4
0,2106,56,13,Feb,Feb,Wednesday,Pontiac,Friday,4,4
0,2107,21,15,Jan,Feb,Sunday,Chevrolet,Friday,5,1
0,2108,38,7,Jan,Feb,Saturday,Pontiac,Tuesday,5,3
0,2109,29,13,Nov,Nov,Wednesday,Mazda,Thursday,1,1
0,2110,28,7,Oct,Oct,Tuesday,Toyota,Tuesday,2,2
0,2111,34,13,Oct,Oct,Tuesday,Mazda,Thursday,2,2
0,2112,36,13,Oct,Oct,Tuesday,Pontiac,Friday,1,2
0,2113,50,11,Sep,Nov,Tuesday,Ford,Monday,3,4
0,2114,42,15,Sep,Sep,Monday,Mazda,Wednesday,3,5
0,2115,65,7,Aug,Aug,Saturday,Chevrolet,Friday,2,3
0,2116,35,13,Aug,Sep,Friday,Accura,Tuesday,2,1
0,2117,64,4,Mar,Mar,Thursday,Pontiac,Friday,3,3
0,2118,38,16,May,May,Sunday,Pontiac,Monday,4,4
0,2119,39,10,May,May,Monday,Mazda,Friday,4,4
0,2120,52,12,May,Jun,Saturday,Pontiac,Tuesday,4,4
0,2121,52,12,May,May,Tuesday,Honda,Wednesday,1,1
0,2122,26,16,Apr,May,Thursday,Accura,Wednesday,5,1
0,2123,48,11,Apr,May,Tuesday,Toyota,Monday,4,1
0,2124,40,5,Apr,Apr,Monday,Chevrolet,Wednesday,3,3
0,2125,38,11,Mar,Apr,Tuesday,Accura,Wednesday,5,1
0,2126,0,9,Jul,Jan,Friday,Honda,Monday,1,4
0,2127,0,8,May,Feb,Thursday,Honda,Friday,2,2
0,2128,29,9,Mar,Mar,Sunday,Toyota,Wednesday,1,2
0,2129,67,8,Mar,Mar,Friday,Mazda,Friday,1,1
0,2130,36,15,Feb,Feb,Sunday,Honda,Friday,3,4
0,2131,25,3,Apr,Apr,Wednesday,Toyota,Wednesday,2,2
0,2132,41,9,Sep,Nov,Thursday,Mazda,Thursday,4,1
0,2133,39,12,Sep,Sep,Tuesday,Honda,Tuesday,1,1
0,2134,54,3,Nov,Nov,Wednesday,Honda,Wednesday,2,3
0,2135,33,6,Sep,Sep,Saturday,Toyota,Wednesday,3,3
0,2136,38,9,Aug,Aug,Sunday,Chevrolet,Monday,4,5
0,2137,77,9,Jul,Aug,Monday,Toyota,Wednesday,5,1
0,2138,38,11,Jul,Jul,Friday,Honda,Thursday,3,3
0,2139,38,1,Jul,Jul,Tuesday,Chevrolet,Monday,2,3
0,2140,63,6,Jul,Jul,Thursday,Honda,Friday,1,2
0,2141,30,3,Jul,Jul,Sunday,Mazda,Friday,1,2
1,2142,35,4,Mar,Apr,Friday,Chevrolet,Friday,3,1
1,2143,42,7,Jun,Jul,Friday,Toyota,Tuesday,5,1
1,2144,55,13,Mar,Mar,Saturday,Ford,Tuesday,3,4
0,2145,33,7,Jun,Jul,Thursday,Chevrolet,Saturday,5,1
0,2146,37,16,May,May,Monday,Honda,Friday,4,4
0,2147,26,4,Apr,May,Saturday,Toyota,Wednesday,5,1
0,2148,30,11,Apr,Apr,Sunday,Mazda,Monday,2,2
0,2149,50,4,Apr,Apr,Saturday,Pontiac,Wednesday,2,3
0,2150,65,10,Mar,Mar,Monday,Pontiac,Wednesday,4,5
0,2151,32,2,Mar,Mar,Friday,Toyota,Friday,3,3
0,2152,45,10,Mar,Mar,Tuesday,Chevrolet,Tuesday,2,3
0,2153,26,8,Dec,Dec,Friday,VW,Wednesday,2,5
0,2154,32,15,Oct,Oct,Friday,Toyota,Wednesday,4,4
0,2155,38,16,Oct,Oct,Monday,Pontiac,Tuesday,1,2
0,2156,50,7,Sep,Oct,Friday,Toyota,Monday,5,1
0,2157,71,1,Sep,Nov,Thursday,Honda,Thursday,5,2
0,2158,39,8,Sep,Sep,Sunday,Pontiac,Wednesday,1,2
0,2159,53,8,Aug,Sep,Wednesday,Toyota,Friday,5,1
0,2160,46,4,Aug,Aug,Thursday,Honda,Tuesday,1,3
0,2161,33,11,Jul,Aug,Monday,Toyota,Wednesday,1,2
0,2162,0,15,Jun,Jun,Monday,Honda,Tuesday,2,3
0,2163,56,1,Jun,Jul,Sunday,Toyota,Thursday,1,2
0,2164,34,16,May,Jun,Thursday,Chevrolet,Wednesday,4,3
0,2165,38,16,Apr,Apr,Tuesday,Ford,Wednesday,3,3
0,2166,35,12,Apr,Apr,Tuesday,Honda,Thursday,3,4
0,2167,73,8,Apr,May,Monday,Chevrolet,Wednesday,2,1
1,2168,55,3,Mar,Apr,Saturday,Toyota,Friday,3,1
0,2169,29,1,Mar,Apr,Monday,Ford,Tuesday,5,1
0,2170,30,5,Mar,Apr,Saturday,Honda,Thursday,4,2
0,2171,57,16,Mar,Apr,Sunday,Pontiac,Tuesday,3,1
0,2172,38,14,Feb,Feb,Friday,Chevrolet,Monday,4,5
0,2173,38,14,Nov,Nov,Monday,Pontiac,Wednesday,1,2
1,2174,45,7,Mar,Mar,Sunday,Toyota,Tuesday,3,4
0,2175,38,10,Nov,Nov,Monday,Toyota,Tuesday,1,2
0,2176,27,8,Nov,Nov,Wednesday,Toyota,Monday,1,1
0,2177,31,1,Nov,Nov,Friday,Ford,Thursday,1,2
0,2178,47,1,Sep,Sep,Thursday,Chevrolet,Wednesday,4,4
0,2179,41,10,Mar,Mar,Sunday,Toyota,Tuesday,3,4
0,2180,36,4,Mar,Mar,Wednesday,Pontiac,Wednesday,3,3
0,2181,19,15,Feb,Feb,Monday,Toyota,Tuesday,4,5
0,2182,34,15,Feb,Mar,Monday,VW,Wednesday,4,1
0,2183,56,10,Feb,Feb,Sunday,Chevrolet,Monday,4,4
0,2184,37,15,Feb,Mar,Monday,Pontiac,Tuesday,3,2
0,2185,51,6,Feb,Feb,Tuesday,Toyota,Tuesday,3,3
1,2186,44,11,Mar,Mar,Sunday,Pontiac,Monday,3,4
0,2187,63,8,May,Jun,Monday,Pontiac,Monday,2,3
0,2188,52,3,Mar,Apr,Sunday,Mazda,Monday,3,1
0,2189,36,14,Apr,Apr,Saturday,Mazda,Friday,1,2
0,2190,37,3,Mar,Mar,Friday,Pontiac,Friday,3,3
1,2191,64,2,Mar,Apr,Monday,Ford,Friday,4,1
0,2192,26,5,Mar,Mar,Tuesday,Mazda,Wednesday,2,2
0,2193,52,9,Mar,Mar,Wednesday,Honda,Wednesday,2,3
0,2194,43,15,Mar,Mar,Thursday,Mazda,Tuesday,1,3
0,2195,29,7,Feb,Feb,Monday,Honda,Monday,5,5
0,2196,68,10,Feb,Feb,Saturday,Toyota,Wednesday,2,3
0,2197,42,2,Feb,Mar,Tuesday,Pontiac,Thursday,5,1
0,2198,77,11,Mar,Apr,Wednesday,Chevrolet,Thursday,4,4
0,2199,24,15,Mar,Mar,Monday,Honda,Tuesday,4,4
0,2200,0,1,Mar,Mar,Tuesday,Honda,Wednesday,3,3
0,2201,40,10,Feb,Feb,Thursday,Toyota,Friday,3,3
0,2202,72,11,Feb,Feb,Monday,Mazda,Monday,3,3
1,2203,33,16,Mar,Mar,Monday,Toyota,Monday,4,5
0,2204,33,16,Jan,Feb,Sunday,Chevrolet,Tuesday,5,1
1,2205,57,16,Mar,Apr,Monday,Toyota,Friday,4,2
0,2206,29,13,Feb,Feb,Wednesday,Honda,Friday,1,2
0,2207,65,4,Feb,Feb,Thursday,Pontiac,Monday,1,2
0,2208,50,5,Feb,Feb,Saturday,Chevrolet,Wednesday,1,2
0,2209,33,16,Feb,Feb,Tuesday,Toyota,Wednesday,2,2
0,2210,49,4,Feb,Feb,Wednesday,Mazda,Wednesday,2,2
0,2211,46,16,Feb,Feb,Wednesday,Honda,Thursday,2,2
0,2212,69,2,Feb,Mar,Friday,Pontiac,Wednesday,3,1
0,2213,41,8,Feb,Feb,Friday,Chevrolet,Wednesday,3,4
0,2214,30,12,Mar,Mar,Saturday,Pontiac,Wednesday,1,2
0,2215,33,2,Mar,Apr,Wednesday,Pontiac,Tuesday,4,1
0,2216,43,16,Jan,Jan,Tuesday,Pontiac,Wednesday,3,4
0,2217,29,11,Jan,Feb,Tuesday,Pontiac,Wednesday,5,2
0,2218,30,5,Feb,Feb,Thursday,Ford,Friday,1,1
0,2219,37,16,Feb,Feb,Monday,Accura,Friday,1,2
0,2220,61,3,Feb,Feb,Monday,Toyota,Friday,1,2
1,2221,43,5,Mar,Apr,Monday,Pontiac,Tuesday,4,1
0,2222,45,9,Feb,Mar,Saturday,Honda,Thursday,2,1
1,2223,29,3,Mar,Jun,Tuesday,Toyota,Monday,4,4
0,2224,30,7,Feb,Mar,Tuesday,Pontiac,Thursday,3,2
0,2225,43,6,Feb,Feb,Saturday,Honda,Monday,3,3
0,2226,35,11,Feb,Feb,Saturday,Toyota,Monday,3,3
0,2227,54,2,Feb,Mar,Monday,Pontiac,Thursday,3,1
0,2228,34,8,Feb,Feb,Saturday,Pontiac,Tuesday,4,5
0,2229,41,7,Feb,Mar,Sunday,Accura,Monday,4,3
0,2230,37,13,Feb,Mar,Tuesday,Toyota,Wednesday,5,1
0,2231,39,16,Mar,Mar,Tuesday,Toyota,Thursday,4,4
0,2232,32,5,Feb,Mar,Tuesday,Honda,Monday,5,2
0,2233,36,12,Mar,Mar,Wednesday,Chevrolet,Thursday,1,1
0,2234,31,1,Feb,Mar,Monday,Pontiac,Friday,3,1
0,2235,36,2,Feb,Mar,Saturday,Mazda,Wednesday,3,2
0,2236,42,11,Feb,Feb,Tuesday,Accura,Friday,3,3
0,2237,23,13,Jan,Feb,Tuesday,Honda,Monday,5,1
0,2238,29,15,Jan,Mar,Friday,Toyota,Friday,3,4
0,2239,52,13,Mar,Apr,Thursday,Mazda,Friday,4,1
0,2240,46,14,Mar,Apr,Saturday,Honda,Friday,1,1
1,2241,52,1,Mar,Aug,Tuesday,Toyota,Tuesday,4,1
0,2242,0,2,Feb,Feb,Monday,Honda,Monday,5,5
0,2243,0,6,Feb,Feb,Sunday,Honda,Monday,3,4
0,2244,48,11,Feb,Mar,Thursday,Ford,Thursday,3,3
0,2245,41,12,Feb,Feb,Wednesday,Toyota,Wednesday,2,2
0,2246,31,10,Feb,Feb,Sunday,Mazda,Monday,1,2
0,2247,27,6,Feb,Feb,Saturday,Toyota,Tuesday,1,3
0,2248,28,6,Feb,Feb,Wednesday,Honda,Friday,1,1
0,2249,42,6,Feb,Feb,Wednesday,Accura,Tuesday,1,2
