FraudFound_P,PolicyNumber,Age,RepNumber,MonthClaimed,Month,DayOfWeek,Make,DayOfWeekClaimed,WeekOfMonth,WeekOfMonthClaimed
0,-0.6551914644483865,-0.9528435261199916,1.4167426760125665,3,2,4,13,1,1.7175447290580024,1.8315288361226694
1,-0.6549668145377235,-0.5822518754838711,0.11233784772776978,3,2,0,2,5,0.9408720099355862,1.8315288361226694
0,-0.6547421646270607,0.3812864161700421,-1.6268685899852926,3,2,3,13,7,0.9408720099355862,1.037294615446847
0,-0.6545175147163977,-0.8787251959927674,-1.6268685899852926,10,9,1,9,6,0.16419929081316983,1.037294615446847
0,-0.6542928648057349,1.122469717442283,-0.32246376170049584,10,9,1,6,2,-0.6124734283092464,-0.5511738259047975
0,-0.6540682148950719,0.23304975591559393,-0.7572653711287615,10,10,1,17,1,1.7175447290580024,-1.3454080465806197
0,-0.653843564984409,0.6777597366789385,-1.40946778527116,12,11,2,13,2,0.9408720099355862,1.037294615446847
0,-0.6536189150737461,-0.9528435261199916,-1.6268685899852926,12,11,1,17,2,0.9408720099355862,1.037294615446847
0,-0.6533942651630832,1.4189430379511794,-0.10506295698636302,6,5,0,13,6,0.16419929081316983,0.2430603947710248
0,-0.6531696152524202,0.6036414065517144,-1.40946778527116,9,0,2,5,6,1.7175447290580024,-0.5511738259047975
0,-0.6529449653417574,-0.8046068658655434,-1.192066980557027,8,7,4,3,2,0.16419929081316983,0.2430603947710248
0,-0.6527203154310944,-0.13754189472052653,0.7645402618701682,3,2,2,17,6,-0.6124734283092464,-0.5511738259047975
0,-0.6524956655204316,-1.0269618562472156,-0.32246376170049584,3,2,0,17,6,-0.6124734283092464,-0.5511738259047975
0,-0.6522710156097686,-0.28577855497497473,-1.40946778527116,6,6,4,13,2,1.7175447290580024,-1.3454080465806197
0,-0.6520463656991057,-0.6563702056110952,-1.6268685899852926,12,1,1,13,6,0.16419929081316983,-0.5511738259047975
0,-0.6518217157884428,1.6412980283328518,-1.192066980557027,6,5,4,2,5,-0.6124734283092464,-0.5511738259047975
0,-0.6515970658777799,-0.13754189472052653,-0.5398645664146287,5,6,0,9,5,-0.6124734283092464,-1.3454080465806197
0,-0.6513724159671169,0.5295230764244904,-0.7572653711287615,9,8,4,13,2,-1.3891461474316629,-0.5511738259047975
1,-0.6511477660564541,0.5295230764244904,-0.9746661758428942,6,5,0,9,2,-1.3891461474316629,-1.3454080465806197
0,-0.6509231161457911,-2.9540384395550423,-1.6268685899852926,1,0,1,6,6,-0.6124734283092464,-0.5511738259047975
0,-0.6506984662351283,-0.43401521522942293,-0.32246376170049584,8,7,5,17,6,0.9408720099355862,1.037294615446847
0,-0.6504738163244653,-0.7304885357383193,0.11233784772776978,8,3,4,9,7,0.9408720099355862,-1.3454080465806197
0,-0.6502491664138024,-0.7304885357383193,-0.7572653711287615,11,10,6,9,5,0.16419929081316983,0.2430603947710248
0,-0.6500245165031395,0.6777597366789385,-1.6268685899852926,11,10,6,5,7,0.16419929081316983,0.2430603947710248
1,-0.6497998665924766,0.7518780668061626,-1.6268685899852926,6,5,2,2,1,-1.3891461474316629,-0.5511738259047975
0,-0.6495752166818136,-0.9528435261199916,-1.40946778527116,4,3,5,6,7,-1.3891461474316629,-0.5511738259047975
0,-0.6493505667711508,-0.7304885357383193,-0.7572653711287615,9,8,5,17,6,0.9408720099355862,1.037294615446847
0,-0.6491259168604878,0.30716808604281803,0.3297386524419026,2,6,0,9,6,0.9408720099355862,-1.3454080465806197
0,-0.648901266949825,1.5671796982056276,-0.10506295698636302,6,5,4,6,2,0.16419929081316983,0.2430603947710248
0,-0.648676617039162,-1.3975535068833362,-1.40946778527116,6,5,2,13,2,0.16419929081316983,1.037294615446847
0,-0.6484519671284991,-0.6563702056110952,-0.32246376170049584,6,5,5,9,6,0.9408720099355862,1.037294615446847
0,-0.6482273172178362,0.15893142578836986,-1.6268685899852926,2,5,3,13,6,0.9408720099355862,-1.3454080465806197
0,-0.6480026673071733,0.7518780668061626,0.5471394571560354,2,1,5,6,7,-0.6124734283092464,-0.5511738259047975
0,-0.6477780173965103,-0.508133545356647,-0.5398645664146287,12,11,0,2,7,0.16419929081316983,1.037294615446847
0,-0.6475533674858475,1.715416358460076,-0.5398645664146287,11,10,3,13,6,-0.6124734283092464,-0.5511738259047975
0,-0.6473287175751845,1.4930613680784035,-0.5398645664146287,11,10,4,6,1,-1.3891461474316629,-0.5511738259047975
0,-0.6471040676645217,-0.8046068658655434,0.9819410665843009,11,10,2,2,6,0.16419929081316983,0.2430603947710248
0,-0.6468794177538587,-0.7304885357383193,-1.192066980557027,10,9,1,7,6,0.16419929081316983,0.2430603947710248
1,-0.6466547678431958,0.01069476553392166,-1.192066980557027,6,5,2,17,5,-1.3891461474316629,0.2430603947710248
0,-0.6464301179325329,-0.8787251959927674,0.11233784772776978,5,2,5,6,7,0.9408720099355862,-1.3454080465806197
0,-0.64620546802187,-0.9528435261199916,0.11233784772776978,9,8,5,2,7,1.7175447290580024,1.8315288361226694
0,-0.6459808181112071,0.3812864161700421,0.9819410665843009,6,5,6,3,2,0.16419929081316983,1.037294615446847
0,-0.6457561682005442,1.2707063776967313,-1.40946778527116,7,6,3,6,2,0.16419929081316983,0.2430603947710248
0,-0.6455315182898812,0.9001147270606108,1.4167426760125665,8,3,5,9,7,0.16419929081316983,-1.3454080465806197
0,-0.6453068683792184,0.01069476553392166,1.6341434807266995,10,9,4,17,5,0.16419929081316983,0.2430603947710248
0,-0.6450822184685554,-0.5822518754838711,-0.32246376170049584,12,11,0,0,7,-1.3891461474316629,-0.5511738259047975
0,-0.6448575685578924,0.30716808604281803,-1.40946778527116,8,3,1,13,6,0.9408720099355862,-0.5511738259047975
0,-0.6446329186472296,-0.28577855497497473,-0.32246376170049584,12,1,1,13,6,-0.6124734283092464,1.037294615446847
0,-0.6444082687365666,-0.3598968851021988,0.5471394571560354,3,10,4,2,7,0.16419929081316983,0.2430603947710248
0,-0.6441836188259038,-1.0269618562472156,-0.10506295698636302,12,11,6,13,7,1.7175447290580024,1.8315288361226694
0,-0.6439589689152408,-1.323435176756112,-0.5398645664146287,11,11,0,17,2,0.9408720099355862,-1.3454080465806197
0,-0.6437343190045779,-0.9528435261199916,-0.32246376170049584,5,4,1,2,5,-0.6124734283092464,-0.5511738259047975
1,-0.643509669093915,0.23304975591559393,1.6341434807266995,6,5,3,5,7,-1.3891461474316629,1.037294615446847
0,-0.6432850191832521,0.01069476553392166,-0.9746661758428942,6,5,3,2,6,-0.6124734283092464,-0.5511738259047975
0,-0.6430603692725891,-0.8787251959927674,0.11233784772776978,6,5,1,17,7,-0.6124734283092464,-0.5511738259047975
0,-0.6428357193619263,-0.21166022484775063,-1.40946778527116,1,0,3,17,6,-1.3891461474316629,0.2430603947710248
0,-0.6426110694512633,0.01069476553392166,-0.9746661758428942,5,2,3,17,4,0.16419929081316983,-1.3454080465806197
0,-0.6423864195406005,-0.508133545356647,1.4167426760125665,8,7,6,9,5,-0.6124734283092464,-0.5511738259047975
0,-0.6421617696299375,-0.3598968851021988,-0.32246376170049584,3,2,2,17,2,-1.3891461474316629,-1.3454080465806197
0,-0.6419371197192746,-0.3598968851021988,0.7645402618701682,3,2,6,2,7,0.16419929081316983,0.2430603947710248
0,-0.6417124698086117,-1.249316846628888,-1.192066980557027,6,5,3,6,6,-1.3891461474316629,-1.3454080465806197
0,-0.6414878198979488,0.5295230764244904,-1.40946778527116,3,2,5,2,7,0.16419929081316983,0.2430603947710248
0,-0.6412631699872858,-0.21166022484775063,0.3297386524419026,3,2,5,0,1,0.16419929081316983,1.037294615446847
0,-0.641038520076623,-0.43401521522942293,-0.5398645664146287,3,2,5,17,6,-0.6124734283092464,-0.5511738259047975
0,-0.64081387016596,1.1965880475695072,-1.40946778527116,9,0,5,2,6,-0.6124734283092464,-0.5511738259047975
0,-0.6405892202552972,0.01069476553392166,-0.10506295698636302,5,4,5,2,7,-1.3891461474316629,-1.3454080465806197
0,-0.6403645703446342,0.30716808604281803,1.1993418712984338,2,4,1,13,5,-0.6124734283092464,-0.5511738259047975
0,-0.6401399204339713,-1.3975535068833362,-0.5398645664146287,1,7,2,17,6,0.9408720099355862,-1.3454080465806197
0,-0.6399152705233084,-0.28577855497497473,-0.32246376170049584,2,5,5,13,7,-1.3891461474316629,-0.5511738259047975
0,-0.6396906206126455,0.01069476553392166,0.3297386524419026,9,8,0,13,7,0.16419929081316983,1.037294615446847
0,-0.6394659707019825,-0.13754189472052653,0.5471394571560354,12,11,5,0,7,0.16419929081316983,1.037294615446847
0,-0.6392413207913197,-0.6563702056110952,-0.32246376170049584,6,5,1,5,6,-1.3891461474316629,-1.3454080465806197
0,-0.6390166708806567,-0.3598968851021988,-0.5398645664146287,12,11,4,17,2,0.16419929081316983,0.2430603947710248
0,-0.6387920209699939,-1.5457901671377843,0.11233784772776978,5,2,0,17,2,1.7175447290580024,-0.5511738259047975
0,-0.6385673710593309,0.5295230764244904,-0.10506295698636302,5,2,6,17,2,1.7175447290580024,-0.5511738259047975
0,-0.638342721148668,1.1965880475695072,1.6341434807266995,3,2,4,5,1,-1.3891461474316629,-1.3454080465806197
0,-0.6381180712380051,1.048351387315059,-1.6268685899852926,3,9,6,17,2,1.7175447290580024,-1.3454080465806197
0,-0.6378934213273422,-0.3598968851021988,-0.5398645664146287,5,2,1,9,1,0.16419929081316983,-0.5511738259047975
0,-0.6376687714166792,-0.9528435261199916,-0.5398645664146287,12,11,3,13,6,0.16419929081316983,1.037294615446847
0,-0.6374441215060164,0.6036414065517144,-0.5398645664146287,12,11,2,2,6,0.16419929081316983,1.037294615446847
0,-0.6372194715953534,-0.8046068658655434,0.5471394571560354,9,8,5,17,7,0.16419929081316983,0.2430603947710248
0,-0.6369948216846906,0.08481309566114575,-0.9746661758428942,9,8,1,2,2,0.16419929081316983,0.2430603947710248
0,-0.6367701717740276,-0.43401521522942293,-1.40946778527116,9,8,0,9,6,-0.6124734283092464,0.2430603947710248
0,-0.6365455218633647,0.15893142578836986,-0.5398645664146287,9,8,4,2,2,-0.6124734283092464,0.2430603947710248
0,-0.6363208719527018,1.4930613680784035,1.1993418712984338,9,8,5,6,7,-0.6124734283092464,-0.5511738259047975
0,-0.6360962220420389,1.2707063776967313,-0.32246376170049584,12,11,5,2,7,0.16419929081316983,1.037294615446847
0,-0.6358715721313759,0.6777597366789385,0.11233784772776978,11,11,1,17,6,0.16419929081316983,-1.3454080465806197
0,-0.6356469222207131,0.6036414065517144,1.1993418712984338,11,11,3,2,1,0.16419929081316983,1.037294615446847
0,-0.6354222723100501,-0.06342356459330244,1.4167426760125665,12,11,0,13,2,-0.6124734283092464,-0.5511738259047975
0,-0.6351976223993873,-1.1751985165016638,-0.7572653711287615,12,11,3,13,7,-1.3891461474316629,1.037294615446847
0,-0.6349729724887243,-0.508133545356647,0.3297386524419026,7,6,0,6,2,-1.3891461474316629,-1.3454080465806197
0,-0.6347483225780614,-1.323435176756112,-0.9746661758428942,9,8,6,9,2,-1.3891461474316629,0.2430603947710248
0,-0.6345236726673985,-0.3598968851021988,0.7645402618701682,5,4,3,2,6,-1.3891461474316629,-1.3454080465806197
0,-0.6342990227567356,-0.508133545356647,-0.9746661758428942,1,0,2,5,2,-0.6124734283092464,-0.5511738259047975
0,-0.6340743728460727,-0.43401521522942293,-0.7572653711287615,1,0,2,2,2,0.16419929081316983,0.2430603947710248
0,-0.6338497229354098,-0.8046068658655434,0.3297386524419026,1,0,6,13,7,0.9408720099355862,1.037294615446847
0,-0.6336250730247468,-0.21166022484775063,1.4167426760125665,6,5,6,0,7,0.9408720099355862,1.037294615446847
0,-0.633400423114084,-0.3598968851021988,0.11233784772776978,2,1,0,17,7,-0.6124734283092464,0.2430603947710248
0,-0.633175773203421,-0.6563702056110952,0.7645402618701682,11,11,3,6,6,0.9408720099355862,-1.3454080465806197
0,-0.632951123292758,0.45540474629726624,0.5471394571560354,11,11,0,13,2,1.7175447290580024,-0.5511738259047975
0,-0.6327264733820952,-0.6563702056110952,0.9819410665843009,11,10,2,2,2,0.9408720099355862,1.037294615446847
0,-0.6325018234714322,-0.6563702056110952,0.5471394571560354,10,10,2,17,7,1.7175447290580024,-1.3454080465806197
0,-0.6322771735607694,-0.21166022484775063,-0.10506295698636302,5,2,0,17,2,0.9408720099355862,-1.3454080465806197
1,-0.6320525236501064,0.08481309566114575,0.3297386524419026,3,2,3,13,7,0.9408720099355862,1.8315288361226694
0,-0.6318278737394435,-0.28577855497497473,-0.10506295698636302,5,4,6,17,2,-1.3891461474316629,-0.5511738259047975
1,-0.6316032238287806,-0.8046068658655434,1.6341434807266995,10,5,5,6,5,-1.3891461474316629,0.2430603947710248
0,-0.6313785739181177,-1.0269618562472156,-0.9746661758428942,5,4,6,17,7,-0.6124734283092464,-0.5511738259047975
0,-0.6311539240074547,0.6036414065517144,0.9819410665843009,9,8,5,9,6,0.16419929081316983,0.2430603947710248
0,-0.6309292740967919,1.4930613680784035,-0.5398645664146287,2,1,4,6,2,0.16419929081316983,1.037294615446847
0,-0.6307046241861289,1.715416358460076,0.3297386524419026,12,11,5,11,1,-0.6124734283092464,0.2430603947710248
0,-0.6304799742754661,-1.323435176756112,-0.9746661758428942,11,10,0,17,2,0.9408720099355862,1.8315288361226694
0,-0.6302553243648031,0.5295230764244904,1.6341434807266995,3,2,3,5,2,-0.6124734283092464,-0.5511738259047975
0,-0.6300306744541402,-0.43401521522942293,-1.192066980557027,6,5,5,2,2,-1.3891461474316629,-0.5511738259047975
0,-0.6298060245434773,-0.7304885357383193,0.7645402618701682,10,9,4,13,5,0.16419929081316983,0.2430603947710248
0,-0.6295813746328144,-1.323435176756112,1.4167426760125665,11,10,1,17,2,0.9408720099355862,1.037294615446847
0,-0.6293567247221514,-0.7304885357383193,0.3297386524419026,12,11,1,2,1,0.16419929081316983,1.037294615446847
1,-0.6291320748114886,-0.3598968851021988,-1.6268685899852926,6,5,5,6,1,-1.3891461474316629,-0.5511738259047975
0,-0.6289074249008256,-0.28577855497497473,-0.10506295698636302,12,11,6,6,6,-1.3891461474316629,-0.5511738259047975
0,-0.6286827749901628,0.7518780668061626,-0.7572653711287615,6,5,5,6,6,-1.3891461474316629,-1.3454080465806197
0,-0.6284581250794998,-1.1751985165016638,0.5471394571560354,6,6,2,13,1,0.9408720099355862,-0.5511738259047975
0,-0.6282334751688369,1.4930613680784035,1.6341434807266995,7,6,1,17,2,0.16419929081316983,0.2430603947710248
0,-0.628008825258174,-0.7304885357383193,-1.40946778527116,9,8,5,9,1,0.16419929081316983,0.2430603947710248
0,-0.6277841753475111,-0.5822518754838711,0.5471394571560354,9,8,6,13,6,0.16419929081316983,1.8315288361226694
0,-0.6275595254368481,0.6036414065517144,1.6341434807266995,9,0,5,2,7,0.16419929081316983,1.8315288361226694
0,-0.6273348755261853,1.122469717442283,-1.40946778527116,5,4,3,13,2,-1.3891461474316629,1.037294615446847
0,-0.6271102256155223,-0.5822518754838711,0.5471394571560354,3,2,5,9,7,0.9408720099355862,1.8315288361226694
0,-0.6268855757048595,-0.5822518754838711,0.3297386524419026,3,9,1,6,7,0.16419929081316983,0.2430603947710248
0,-0.6266609257941965,0.30716808604281803,1.1993418712984338,10,9,5,9,6,-0.6124734283092464,-0.5511738259047975
0,-0.6264362758835336,0.15893142578836986,-1.6268685899852926,10,9,5,9,7,-0.6124734283092464,-0.5511738259047975
0,-0.6262116259728707,-0.3598968851021988,0.11233784772776978,11,10,1,17,2,0.9408720099355862,1.037294615446847
0,-0.6259869760622078,-1.0269618562472156,0.3297386524419026,11,10,0,13,1,0.9408720099355862,1.037294615446847
0,-0.6257623261515448,-0.7304885357383193,-1.6268685899852926,10,10,6,13,2,-0.6124734283092464,0.2430603947710248
0,-0.625537676240882,-0.8787251959927674,1.6341434807266995,11,10,5,9,2,-1.3891461474316629,-0.5511738259047975
0,-0.625313026330219,-1.1010801863744397,0.7645402618701682,11,10,1,17,2,-1.3891461474316629,-1.3454080465806197
0,-0.6250883764195562,0.08481309566114575,-1.40946778527116,11,11,4,2,6,1.7175447290580024,-1.3454080465806197
0,-0.6248637265088932,1.122469717442283,-0.5398645664146287,11,11,1,13,6,0.9408720099355862,1.037294615446847
0,-0.6246390765982303,-0.7304885357383193,-1.192066980557027,12,11,5,13,5,0.16419929081316983,1.8315288361226694
0,-0.6244144266875674,0.7518780668061626,-0.7572653711287615,2,1,0,5,2,0.9408720099355862,1.8315288361226694
0,-0.6241897767769045,-0.6563702056110952,0.11233784772776978,2,1,1,13,1,0.16419929081316983,1.037294615446847
0,-0.6239651268662415,1.4189430379511794,0.3297386524419026,2,1,6,2,7,-0.6124734283092464,-0.5511738259047975
0,-0.6237404769555787,0.7518780668061626,0.3297386524419026,6,5,1,11,6,0.16419929081316983,0.2430603947710248
0,-0.6235158270449157,-0.21166022484775063,0.3297386524419026,7,6,3,2,2,-0.6124734283092464,-0.5511738259047975
0,-0.6232911771342529,-0.43401521522942293,0.9819410665843009,7,6,1,9,6,-0.6124734283092464,0.2430603947710248
0,-0.6230665272235899,-0.8787251959927674,-1.6268685899852926,1,0,0,6,7,0.16419929081316983,0.2430603947710248
0,-0.622841877312927,-0.508133545356647,-1.6268685899852926,8,7,1,13,2,1.7175447290580024,1.8315288361226694
0,-0.6226172274022641,1.122469717442283,0.7645402618701682,9,8,1,18,5,0.16419929081316983,1.037294615446847
0,-0.6223925774916012,0.5295230764244904,-0.32246376170049584,12,11,5,17,7,-0.6124734283092464,0.2430603947710248
0,-0.6221679275809383,0.6036414065517144,-0.10506295698636302,11,10,6,17,5,-1.3891461474316629,-1.3454080465806197
0,-0.6219432776702754,0.6777597366789385,1.1993418712984338,11,11,4,9,1,0.16419929081316983,0.2430603947710248
0,-0.6217186277596124,-0.8046068658655434,-0.32246376170049584,7,8,6,13,1,1.7175447290580024,-1.3454080465806197
1,-0.6214939778489496,0.01069476553392166,0.7645402618701682,6,5,4,2,5,-0.6124734283092464,1.8315288361226694
0,-0.6212693279382866,-0.7304885357383193,-1.40946778527116,12,11,2,17,2,-1.3891461474316629,-1.3454080465806197
0,-0.6210446780276236,-1.0269618562472156,-1.40946778527116,10,1,1,17,7,-1.3891461474316629,-0.5511738259047975
0,-0.6208200281169608,-0.13754189472052653,-0.7572653711287615,8,7,0,13,2,-1.3891461474316629,-0.5511738259047975
0,-0.6205953782062978,-0.7304885357383193,1.1993418712984338,11,10,5,6,1,-1.3891461474316629,-0.5511738259047975
0,-0.620370728295635,0.30716808604281803,-1.40946778527116,5,4,1,9,2,-0.6124734283092464,-0.5511738259047975
0,-0.620146078384972,0.45540474629726624,-1.6268685899852926,5,4,3,5,2,0.9408720099355862,1.037294615446847
0,-0.6199214284743091,-1.1751985165016638,1.4167426760125665,1,0,1,13,2,-1.3891461474316629,-0.5511738259047975
0,-0.6196967785636462,-0.8787251959927674,-0.9746661758428942,5,2,0,17,5,0.16419929081316983,-1.3454080465806197
0,-0.6194721286529833,-0.5822518754838711,0.9819410665843009,10,9,5,17,6,-0.6124734283092464,-0.5511738259047975
0,-0.6192474787423203,0.7518780668061626,-1.192066980557027,11,10,0,13,6,-1.3891461474316629,-0.5511738259047975
0,-0.6190228288316575,-1.323435176756112,0.9819410665843009,11,10,4,9,5,-1.3891461474316629,-1.3454080465806197
0,-0.6187981789209945,1.2707063776967313,0.7645402618701682,8,7,4,2,1,0.16419929081316983,0.2430603947710248
0,-0.6185735290103317,-1.0269618562472156,-1.40946778527116,9,7,4,15,7,-0.6124734283092464,1.037294615446847
0,-0.6183488790996687,1.4189430379511794,-1.40946778527116,7,8,1,13,5,1.7175447290580024,-1.3454080465806197
0,-0.6181242291890058,-0.5822518754838711,0.7645402618701682,5,4,1,9,1,0.16419929081316983,0.2430603947710248
0,-0.6178995792783429,-0.508133545356647,-1.40946778527116,7,6,6,9,2,-0.6124734283092464,-0.5511738259047975
0,-0.61767492936768,-0.5822518754838711,0.7645402618701682,7,8,3,17,1,1.7175447290580024,-1.3454080465806197
0,-0.617450279457017,-0.8787251959927674,-0.5398645664146287,7,6,0,13,7,-0.6124734283092464,0.2430603947710248
0,-0.6172256295463542,-0.5822518754838711,-1.192066980557027,2,1,5,17,7,0.16419929081316983,0.2430603947710248
0,-0.6170009796356912,-0.8046068658655434,0.9819410665843009,3,9,6,17,2,0.9408720099355862,-1.3454080465806197
0,-0.6167763297250284,-0.9528435261199916,-1.192066980557027,10,9,3,9,6,0.16419929081316983,1.037294615446847
0,-0.6165516798143654,-0.3598968851021988,-1.40946778527116,11,10,6,6,5,0.9408720099355862,1.037294615446847
0,-0.6163270299037025,-0.8787251959927674,0.7645402618701682,5,2,6,13,6,0.9408720099355862,0.2430603947710248
0,-0.6161023799930396,-0.06342356459330244,0.5471394571560354,6,6,4,17,2,1.7175447290580024,-1.3454080465806197
1,-0.6158777300823767,-0.06342356459330244,-0.5398645664146287,6,5,0,13,6,-0.6124734283092464,-0.5511738259047975
0,-0.6156530801717137,0.45540474629726624,-0.9746661758428942,3,2,0,5,1,0.9408720099355862,1.8315288361226694
0,-0.6154284302610509,0.5295230764244904,-0.9746661758428942,3,9,4,6,2,1.7175447290580024,-1.3454080465806197
0,-0.6152037803503879,-0.3598968851021988,-0.10506295698636302,10,9,1,9,2,0.16419929081316983,0.2430603947710248
0,-0.6149791304397251,-0.43401521522942293,-1.40946778527116,6,5,0,17,6,-0.6124734283092464,-0.5511738259047975
0,-0.6147544805290621,-0.5822518754838711,-1.40946778527116,6,5,0,5,1,0.16419929081316983,0.2430603947710248
0,-0.6145298306183992,-0.3598968851021988,0.9819410665843009,2,1,3,2,6,-0.6124734283092464,-0.5511738259047975
0,-0.6143051807077363,0.45540474629726624,1.1993418712984338,11,10,1,2,2,0.16419929081316983,1.037294615446847
0,-0.6140805307970734,-0.6563702056110952,-1.6268685899852926,5,2,0,6,6,-1.3891461474316629,0.2430603947710248
0,-0.6138558808864104,0.3812864161700421,-0.5398645664146287,3,2,0,13,1,-1.3891461474316629,-1.3454080465806197
0,-0.6136312309757476,-0.7304885357383193,-0.5398645664146287,1,0,3,2,6,-0.6124734283092464,0.2430603947710248
0,-0.6134065810650846,0.01069476553392166,-0.5398645664146287,8,7,6,2,7,-1.3891461474316629,-0.5511738259047975
0,-0.6131819311544218,0.6777597366789385,-0.10506295698636302,11,11,5,3,2,0.9408720099355862,-0.5511738259047975
0,-0.6129572812437588,1.6412980283328518,-0.5398645664146287,9,8,5,17,6,0.9408720099355862,1.037294615446847
0,-0.6127326313330959,1.6412980283328518,-0.5398645664146287,9,8,3,17,2,0.9408720099355862,1.037294615446847
0,-0.612507981422433,0.08481309566114575,0.11233784772776978,6,5,3,6,2,-1.3891461474316629,-1.3454080465806197
0,-0.6122833315117701,-0.21166022484775063,-0.32246376170049584,6,5,5,15,7,-1.3891461474316629,-1.3454080465806197
0,-0.6120586816011071,1.4930613680784035,-0.7572653711287615,12,11,1,13,2,-1.3891461474316629,-1.3454080465806197
0,-0.6118340316904443,1.048351387315059,0.11233784772776978,11,11,0,2,6,-0.6124734283092464,0.2430603947710248
0,-0.6116093817797813,-0.508133545356647,1.4167426760125665,11,10,4,17,5,-1.3891461474316629,-1.3454080465806197
0,-0.6113847318691185,-0.7304885357383193,-1.40946778527116,3,2,0,9,1,-1.3891461474316629,-1.3454080465806197
0,-0.6111600819584555,-0.28577855497497473,-0.32246376170049584,3,2,5,17,7,0.16419929081316983,1.037294615446847
0,-0.6109354320477925,-0.7304885357383193,-0.5398645664146287,5,4,4,6,7,-0.6124734283092464,0.2430603947710248
0,-0.6107107821371297,1.5671796982056276,-1.40946778527116,5,4,1,6,2,0.16419929081316983,0.2430603947710248
0,-0.6104861322264667,2.2342446693506446,1.6341434807266995,9,8,2,5,3,0.16419929081316983,1.037294615446847
0,-0.6102614823158039,0.8259963969333867,0.11233784772776978,9,8,3,6,2,1.7175447290580024,1.8315288361226694
0,-0.610036832405141,-0.8046068658655434,-1.40946778527116,11,11,1,13,6,0.16419929081316983,-1.3454080465806197
0,-0.609812182494478,0.08481309566114575,0.9819410665843009,11,11,6,2,2,0.16419929081316983,-1.3454080465806197
0,-0.6095875325838152,-0.9528435261199916,0.3297386524419026,11,10,5,17,7,-1.3891461474316629,-1.3454080465806197
0,-0.6093628826731522,-1.3975535068833362,0.3297386524419026,3,2,1,6,6,-1.3891461474316629,-1.3454080465806197
0,-0.6091382327624892,-0.21166022484775063,-0.7572653711287615,3,2,6,15,5,0.16419929081316983,1.037294615446847
0,-0.6089135828518264,1.048351387315059,1.6341434807266995,11,10,1,0,7,-0.6124734283092464,-0.5511738259047975
0,-0.6086889329411634,1.5671796982056276,-1.40946778527116,11,10,3,9,2,-0.6124734283092464,-0.5511738259047975
0,-0.6084642830305006,-0.8787251959927674,1.1993418712984338,11,10,1,17,2,-1.3891461474316629,-0.5511738259047975
0,-0.6082396331198376,0.15893142578836986,1.6341434807266995,11,11,0,6,2,1.7175447290580024,-1.3454080465806197
0,-0.6080149832091747,0.3812864161700421,0.11233784772776978,11,11,5,13,6,0.9408720099355862,-0.5511738259047975
0,-0.6077903332985118,0.15893142578836986,1.4167426760125665,11,11,5,17,2,0.9408720099355862,0.2430603947710248
0,-0.6075656833878489,-0.5822518754838711,-1.40946778527116,2,5,5,9,1,0.16419929081316983,-1.3454080465806197
0,-0.6073410334771859,0.8259963969333867,-0.9746661758428942,7,6,4,0,7,-0.6124734283092464,0.2430603947710248
0,-0.6071163835665231,1.4189430379511794,-0.10506295698636302,7,6,4,13,1,-0.6124734283092464,-0.5511738259047975
0,-0.6068917336558601,1.5671796982056276,0.11233784772776978,7,6,5,13,1,-1.3891461474316629,-0.5511738259047975
0,-0.6066670837451973,1.715416358460076,-0.10506295698636302,6,5,3,17,1,-0.6124734283092464,0.2430603947710248
0,-0.6064424338345343,-0.8046068658655434,0.7645402618701682,7,8,6,2,6,1.7175447290580024,-1.3454080465806197
0,-0.6062177839238714,-0.06342356459330244,-0.9746661758428942,7,8,0,2,6,0.16419929081316983,-1.3454080465806197
0,-0.6059931340132085,-0.28577855497497473,0.7645402618701682,9,0,2,17,2,0.16419929081316983,0.2430603947710248
0,-0.6057684841025456,1.863653018714524,-0.5398645664146287,4,4,0,17,2,0.16419929081316983,-1.3454080465806197
0,-0.6055438341918826,1.4930613680784035,0.7645402618701682,5,4,2,13,1,0.9408720099355862,1.037294615446847
0,-0.6053191842812198,-0.8787251959927674,-0.32246376170049584,4,4,3,13,5,0.16419929081316983,-1.3454080465806197
0,-0.6050945343705568,-0.13754189472052653,-1.192066980557027,10,9,5,13,6,1.7175447290580024,1.8315288361226694
0,-0.604869884459894,1.7895346885873,-1.40946778527116,10,9,5,6,2,-1.3891461474316629,1.037294615446847
1,-0.604645234549231,0.45540474629726624,0.11233784772776978,11,5,3,6,2,-0.6124734283092464,-0.5511738259047975
0,-0.6044205846385681,0.30716808604281803,0.3297386524419026,11,10,6,13,1,-1.3891461474316629,-0.5511738259047975
0,-0.6041959347279052,0.6036414065517144,-1.192066980557027,11,10,4,17,5,-1.3891461474316629,-0.5511738259047975
0,-0.6039712848172423,0.01069476553392166,1.1993418712984338,2,5,3,13,1,1.7175447290580024,-1.3454080465806197
0,-0.6037466349065793,2.827191310368437,-1.192066980557027,6,5,5,13,5,-1.3891461474316629,-0.5511738259047975
0,-0.6035219849959165,-0.8046068658655434,-0.9746661758428942,9,8,5,9,6,0.16419929081316983,0.2430603947710248
0,-0.6032973350852535,1.1965880475695072,-0.7572653711287615,11,10,5,2,7,-0.6124734283092464,0.2430603947710248
0,-0.6030726851745907,-0.5822518754838711,-1.192066980557027,8,7,2,6,1,-0.6124734283092464,0.2430603947710248
